date,time,city,temperature,humidity,wind_speed,pressure,rainfall,uv_index,air_quality,avg_daily_temp,temp_category,month,month_num,weekday
2025-01-03,17:00,Hyderabad,24.3,57,6.3,1015.6,0.0,1,134,21.4,Mild,January,1,Friday
2025-01-03,18:00,Mumbai,21.4,86,2.8,1017.0,0.0,0,143,21.4,Mild,January,1,Friday
2025-01-03,19:00,Delhi,19.7,49,4.4,1013.0,0.0,0,212,21.4,Mild,January,1,Friday
2025-01-03,20:00,Bangalore,13.0,80,5.0,1015.8,0.0,0,121,21.4,Cold,January,1,Friday
2025-01-03,21:00,Chennai,17.2,71,3.8,1016.3,0.0,0,123,21.4,Mild,January,1,Friday
2025-01-03,22:00,Hyderabad,19.9,62,10.6,1014.4,0.0,0,118,21.4,Mild,January,1,Friday
2025-01-03,23:00,Mumbai,16.9,73,10.8,1018.1,0.0,0,122,21.4,Mild,January,1,Friday
2025-01-04,00:00,Delhi,14.9,47,11.1,1013.5,0.0,0,180,21.5,Cold,January,1,Saturday
2025-01-04,01:00,Bangalore,14.0,67,10.8,1017.9,0.0,0,122,21.5,Cold,January,1,Saturday
2025-01-04,02:00,Chennai,16.7,71,10.4,1013.1,0.0,0,110,21.5,Mild,January,1,Saturday
2025-01-04,03:00,Hyderabad,22.0,66,10.7,1015.9,0.0,0,114,21.5,Mild,January,1,Saturday
2025-01-04,04:00,Mumbai,21.9,73,8.3,1014.9,0.0,0,128,21.5,Mild,January,1,Saturday
2025-01-04,05:00,Delhi,18.9,53,7.0,1015.1,0.0,0,201,21.5,Mild,January,1,Saturday
2025-01-04,06:00,Bangalore,20.0,69,10.6,1016.2,0.0,0,109,21.5,Mild,January,1,Saturday
2025-01-04,07:00,Chennai,24.7,73,8.3,1002.1,0.0,0,102,21.5,Mild,January,1,Saturday
2025-01-04,08:00,Hyderabad,25.6,53,3.9,1016.2,3.9,2,147,21.5,Warm,January,1,Saturday
2025-01-04,09:00,Mumbai,28.6,67,7.2,1011.8,0.0,2,129,21.5,Warm,January,1,Saturday
2025-01-04,10:00,Delhi,22.5,57,11.7,1016.6,7.9,4,191,21.5,Mild,January,1,Saturday
2025-01-04,11:00,Bangalore,19.8,61,10.9,1020.1,0.0,6,121,21.5,Mild,January,1,Saturday
2025-01-04,12:00,Chennai,29.6,72,4.7,1019.4,0.0,8,107,21.5,Warm,January,1,Saturday
2025-01-04,13:00,Hyderabad,29.8,51,10.6,1009.9,0.0,6,144,21.5,Warm,January,1,Saturday
2025-01-04,14:00,Mumbai,28.6,64,3.8,1012.6,0.0,4,139,21.5,Warm,January,1,Saturday
2025-01-04,15:00,Delhi,21.4,54,4.5,1012.4,0.0,3,187,21.5,Mild,January,1,Saturday
2025-01-04,16:00,Bangalore,22.4,67,6.9,1016.9,0.0,2,95,21.5,Mild,January,1,Saturday
2025-01-04,17:00,Chennai,22.3,83,9.0,1016.2,0.0,1,116,21.5,Mild,January,1,Saturday
2025-01-04,18:00,Hyderabad,25.5,57,5.7,1021.6,0.0,0,132,21.5,Warm,January,1,Saturday
2025-01-04,19:00,Mumbai,18.5,79,3.4,1014.3,0.0,0,133,21.5,Mild,January,1,Saturday
2025-01-04,20:00,Delhi,16.6,57,7.1,1014.6,0.0,0,190,21.5,Mild,January,1,Saturday
2025-01-04,21:00,Bangalore,14.2,65,10.2,1015.5,0.0,0,121,21.5,Cold,January,1,Saturday
2025-01-04,22:00,Chennai,18.4,79,8.5,1017.9,0.0,0,115,21.5,Mild,January,1,Saturday
2025-01-04,23:00,Hyderabad,18.2,65,11.4,1015.2,0.0,0,87,21.5,Mild,January,1,Saturday
2025-01-05,00:00,Mumbai,17.8,82,8.7,1018.7,0.0,0,144,21.5,Mild,January,1,Sunday
2025-01-05,01:00,Delhi,15.1,54,16.0,1013.1,0.0,0,183,21.5,Mild,January,1,Sunday
2025-01-05,02:00,Bangalore,15.9,67,10.7,1014.4,0.0,0,97,21.5,Mild,January,1,Sunday
2025-01-05,03:00,Chennai,21.1,86,10.3,1010.1,0.0,0,118,21.5,Mild,January,1,Sunday
2025-01-05,04:00,Hyderabad,24.8,62,9.6,1015.1,0.0,0,107,21.5,Mild,January,1,Sunday
2025-01-05,05:00,Mumbai,27.3,78,11.5,1009.6,0.0,0,116,21.5,Warm,January,1,Sunday
2025-01-05,06:00,Delhi,18.9,53,2.4,1018.4,0.0,0,205,21.5,Mild,January,1,Sunday
2025-01-05,07:00,Bangalore,18.8,63,9.9,1015.7,0.0,1,99,21.5,Mild,January,1,Sunday
2025-01-05,08:00,Chennai,27.0,72,11.3,1014.0,0.0,2,138,21.5,Warm,January,1,Sunday
2025-01-05,09:00,Hyderabad,27.9,49,3.6,1014.9,0.0,3,118,21.5,Warm,January,1,Sunday
2025-01-05,10:00,Mumbai,25.7,63,4.6,1016.0,0.0,5,132,21.5,Warm,January,1,Sunday
2025-01-05,11:00,Delhi,25.0,50,6.2,1019.2,0.0,6,196,21.5,Warm,January,1,Sunday
2025-01-05,12:00,Bangalore,22.2,59,11.3,1014.1,0.0,7,106,21.5,Mild,January,1,Sunday
2025-01-05,13:00,Chennai,26.4,72,8.0,1015.4,0.0,6,101,21.5,Warm,January,1,Sunday
2025-01-05,14:00,Hyderabad,33.4,46,6.9,1009.9,0.0,4,106,21.5,Warm,January,1,Sunday
2025-01-05,15:00,Mumbai,23.3,66,9.7,1018.6,0.0,3,130,21.5,Mild,January,1,Sunday
2025-01-05,16:00,Delhi,19.7,56,5.2,1010.9,0.0,2,180,21.5,Mild,January,1,Sunday
2025-01-05,17:00,Bangalore,20.8,64,4.9,1014.7,0.0,0,148,21.5,Mild,January,1,Sunday
2025-01-05,18:00,Chennai,20.5,79,12.4,1015.5,0.0,0,134,21.5,Mild,January,1,Sunday
2025-01-05,19:00,Hyderabad,20.1,69,4.4,1012.4,0.0,0,108,21.5,Mild,January,1,Sunday
2025-01-05,20:00,Mumbai,18.2,72,9.8,1022.4,0.0,0,167,21.5,Mild,January,1,Sunday
2025-01-05,21:00,Delhi,15.0,59,4.4,1016.3,0.0,0,216,21.5,Mild,January,1,Sunday
2025-01-05,22:00,Bangalore,13.2,71,8.4,1019.8,0.0,0,92,21.5,Cold,January,1,Sunday
2025-01-05,23:00,Chennai,17.0,78,12.3,1009.7,0.0,0,103,21.5,Mild,January,1,Sunday
2025-01-06,00:00,Hyderabad,19.0,69,6.3,1020.7,0.0,0,103,21.8,Mild,January,1,Monday
2025-01-06,01:00,Mumbai,18.8,73,11.3,1014.9,0.0,0,127,21.8,Mild,January,1,Monday
2025-01-06,02:00,Delhi,17.0,39,2.2,1015.2,0.0,0,190,21.8,Mild,January,1,Monday
2025-01-06,03:00,Bangalore,14.7,77,4.8,1016.7,0.0,0,111,21.8,Cold,January,1,Monday
2025-01-06,04:00,Chennai,24.1,69,7.0,1014.9,0.0,0,111,21.8,Mild,January,1,Monday
2025-01-06,05:00,Hyderabad,23.5,51,4.7,1017.9,0.0,0,133,21.8,Mild,January,1,Monday
2025-01-06,06:00,Mumbai,23.8,80,8.8,1009.7,0.0,0,116,21.8,Mild,January,1,Monday
2025-01-06,07:00,Delhi,22.4,43,9.3,1011.6,0.0,1,158,21.8,Mild,January,1,Monday
2025-01-06,08:00,Bangalore,22.6,61,11.9,1011.8,0.0,1,127,21.8,Mild,January,1,Monday
2025-01-06,09:00,Chennai,26.5,67,12.4,1014.4,0.0,2,145,21.8,Warm,January,1,Monday
2025-01-06,10:00,Hyderabad,30.0,70,3.1,1012.9,0.0,4,118,21.8,Warm,January,1,Monday
2025-01-06,11:00,Mumbai,25.5,66,9.6,1015.1,0.0,6,126,21.8,Warm,January,1,Monday
2025-01-06,12:00,Delhi,25.5,52,10.9,1009.5,0.0,6,211,21.8,Warm,January,1,Monday
2025-01-06,13:00,Bangalore,24.0,62,6.5,1016.2,0.0,5,104,21.8,Mild,January,1,Monday
2025-01-06,14:00,Chennai,27.9,78,8.3,1017.3,0.0,4,104,21.8,Warm,January,1,Monday
2025-01-06,15:00,Hyderabad,27.3,51,5.8,1011.8,0.0,3,123,21.8,Warm,January,1,Monday
2025-01-06,16:00,Mumbai,25.5,69,8.2,1010.8,0.0,2,120,21.8,Warm,January,1,Monday
2025-01-06,17:00,Delhi,23.2,48,6.0,1010.9,0.0,0,220,21.8,Mild,January,1,Monday
2025-01-06,18:00,Bangalore,17.6,59,8.1,1015.5,0.0,0,109,21.8,Mild,January,1,Monday
2025-01-06,19:00,Chennai,22.5,68,4.9,1014.5,0.0,0,112,21.8,Mild,January,1,Monday
2025-01-06,20:00,Hyderabad,18.5,56,6.4,1014.4,0.0,0,117,21.8,Mild,January,1,Monday
2025-01-06,21:00,Mumbai,17.3,83,9.3,1016.8,0.0,0,122,21.8,Mild,January,1,Monday
2025-01-06,22:00,Delhi,10.6,57,1.5,1017.5,0.0,0,189,21.8,Cold,January,1,Monday
2025-01-06,23:00,Bangalore,16.1,62,8.6,1017.1,0.0,0,94,21.8,Mild,January,1,Monday
2025-01-07,00:00,Chennai,19.3,75,13.8,1015.0,0.0,0,146,21.5,Mild,January,1,Tuesday
2025-01-07,01:00,Hyderabad,19.5,65,5.3,1016.3,0.0,0,118,21.5,Mild,January,1,Tuesday
2025-01-07,02:00,Mumbai,17.1,82,6.1,1013.4,0.0,0,135,21.5,Mild,January,1,Tuesday
2025-01-07,03:00,Delhi,16.5,55,8.7,1019.9,0.0,0,179,21.5,Mild,January,1,Tuesday
2025-01-07,04:00,Bangalore,17.1,72,10.9,1011.0,0.0,0,99,21.5,Mild,January,1,Tuesday
2025-01-07,05:00,Chennai,23.7,77,7.2,1013.5,0.0,0,115,21.5,Mild,January,1,Tuesday
2025-01-07,06:00,Hyderabad,26.7,61,5.6,1009.6,0.0,0,129,21.5,Warm,January,1,Tuesday
2025-01-07,07:00,Mumbai,26.2,77,10.8,1016.2,0.0,1,129,21.5,Warm,January,1,Tuesday
2025-01-07,08:00,Delhi,21.7,55,13.6,1013.7,0.0,2,191,21.5,Mild,January,1,Tuesday
2025-01-07,09:00,Bangalore,24.0,64,6.4,1016.0,0.0,3,109,21.5,Mild,January,1,Tuesday
2025-01-07,10:00,Chennai,27.0,64,7.5,1013.5,0.0,4,136,21.5,Warm,January,1,Tuesday
2025-01-07,11:00,Hyderabad,28.8,55,8.2,1011.3,0.0,6,112,21.5,Warm,January,1,Tuesday
2025-01-07,12:00,Mumbai,29.6,78,13.9,1013.2,0.0,7,136,21.5,Warm,January,1,Tuesday
2025-01-07,13:00,Delhi,24.6,55,8.5,1014.7,0.0,6,200,21.5,Mild,January,1,Tuesday
2025-01-07,14:00,Bangalore,22.1,67,7.8,1011.7,0.0,4,108,21.5,Mild,January,1,Tuesday
2025-01-07,15:00,Chennai,25.1,71,0.8,1014.3,0.0,3,91,21.5,Warm,January,1,Tuesday
2025-01-07,16:00,Hyderabad,23.9,59,9.0,1014.6,0.0,1,130,21.5,Mild,January,1,Tuesday
2025-01-07,17:00,Mumbai,19.5,79,9.1,1016.7,0.0,1,148,21.5,Mild,January,1,Tuesday
2025-01-07,18:00,Delhi,16.7,50,3.6,1025.6,0.0,0,209,21.5,Mild,January,1,Tuesday
2025-01-07,19:00,Bangalore,17.7,74,10.6,1013.2,0.0,0,118,21.5,Mild,January,1,Tuesday
2025-01-07,20:00,Chennai,18.7,73,8.6,1014.6,0.0,0,141,21.5,Mild,January,1,Tuesday
2025-01-07,21:00,Hyderabad,21.3,64,6.5,1013.1,0.0,0,123,21.5,Mild,January,1,Tuesday
2025-01-07,22:00,Mumbai,17.7,80,6.8,1020.7,0.0,0,141,21.5,Mild,January,1,Tuesday
2025-01-07,23:00,Delhi,12.4,56,5.5,1017.3,0.0,0,179,21.5,Cold,January,1,Tuesday
2025-01-08,00:00,Bangalore,15.3,71,2.0,1016.0,0.0,0,73,21.5,Mild,January,1,Wednesday
2025-01-08,01:00,Chennai,17.8,83,9.0,1020.9,0.0,0,133,21.5,Mild,January,1,Wednesday
2025-01-08,02:00,Hyderabad,22.6,55,11.8,1010.4,0.0,0,110,21.5,Mild,January,1,Wednesday
2025-01-08,03:00,Mumbai,23.1,74,4.7,1012.3,23.2,0,134,21.5,Mild,January,1,Wednesday
2025-01-08,04:00,Delhi,17.0,58,12.2,1015.9,21.8,0,200,21.5,Mild,January,1,Wednesday
2025-01-08,05:00,Bangalore,16.9,68,10.7,1020.2,0.0,0,104,21.5,Mild,January,1,Wednesday
2025-01-08,06:00,Chennai,23.6,69,9.3,1011.6,0.0,0,110,21.5,Mild,January,1,Wednesday
2025-01-08,07:00,Hyderabad,26.6,60,8.6,1010.7,0.0,0,112,21.5,Warm,January,1,Wednesday
2025-01-08,08:00,Mumbai,24.9,70,8.9,1014.6,0.0,2,141,21.5,Mild,January,1,Wednesday
2025-01-08,09:00,Delhi,25.9,40,8.4,1017.1,0.0,3,215,21.5,Warm,January,1,Wednesday
2025-01-08,10:00,Bangalore,23.2,66,9.6,1014.9,18.7,5,125,21.5,Mild,January,1,Wednesday
2025-01-08,11:00,Chennai,29.6,66,4.6,1015.8,0.0,5,117,21.5,Warm,January,1,Wednesday
2025-01-08,12:00,Hyderabad,28.8,67,8.8,1015.9,0.0,6,116,21.5,Warm,January,1,Wednesday
2025-01-08,13:00,Mumbai,25.6,74,8.4,1011.9,0.0,6,143,21.5,Warm,January,1,Wednesday
2025-01-08,14:00,Delhi,19.9,61,11.0,1016.2,0.0,5,181,21.5,Mild,January,1,Wednesday
2025-01-08,15:00,Bangalore,21.6,64,10.3,1017.3,0.0,4,78,21.5,Mild,January,1,Wednesday
2025-01-08,16:00,Chennai,24.4,67,11.9,1017.0,0.0,1,119,21.5,Mild,January,1,Wednesday
2025-01-08,17:00,Hyderabad,25.1,52,5.0,1013.4,0.0,0,114,21.5,Warm,January,1,Wednesday
2025-01-08,18:00,Mumbai,21.6,77,4.7,1019.0,0.0,0,127,21.5,Mild,January,1,Wednesday
2025-01-08,19:00,Delhi,14.7,55,6.8,1020.5,0.0,0,210,21.5,Cold,January,1,Wednesday
2025-01-08,20:00,Bangalore,14.7,73,5.4,1017.5,0.0,0,141,21.5,Cold,January,1,Wednesday
2025-01-08,21:00,Chennai,20.0,84,10.8,1018.5,0.0,0,101,21.5,Mild,January,1,Wednesday
2025-01-08,22:00,Hyderabad,17.6,66,9.7,1010.6,0.0,0,126,21.5,Mild,January,1,Wednesday
2025-01-08,23:00,Mumbai,15.8,78,11.1,1017.9,0.0,0,133,21.5,Mild,January,1,Wednesday
2025-01-09,00:00,Delhi,15.6,53,7.2,1013.9,0.0,0,190,21.8,Mild,January,1,Thursday
2025-01-09,01:00,Bangalore,15.6,65,9.4,1018.9,0.0,0,114,21.8,Mild,January,1,Thursday
2025-01-09,02:00,Chennai,18.7,79,3.7,1013.3,0.0,0,119,21.8,Mild,January,1,Thursday
2025-01-09,03:00,Hyderabad,22.1,59,5.8,1014.6,0.0,0,102,21.8,Mild,January,1,Thursday
2025-01-09,04:00,Mumbai,22.5,72,6.6,1014.4,0.0,0,148,21.8,Mild,January,1,Thursday
2025-01-09,05:00,Delhi,18.9,48,10.5,1018.7,0.0,0,186,21.8,Mild,January,1,Thursday
2025-01-09,06:00,Bangalore,20.4,58,5.3,1010.9,0.0,0,91,21.8,Mild,January,1,Thursday
2025-01-09,07:00,Chennai,24.9,67,6.2,1016.7,0.0,1,143,21.8,Mild,January,1,Thursday
2025-01-09,08:00,Hyderabad,26.8,57,8.8,1014.9,0.0,3,147,21.8,Warm,January,1,Thursday
2025-01-09,09:00,Mumbai,28.8,62,10.6,1014.0,0.0,4,153,21.8,Warm,January,1,Thursday
2025-01-09,10:00,Delhi,25.7,56,8.7,1008.9,0.0,4,209,21.8,Warm,January,1,Thursday
2025-01-09,11:00,Bangalore,22.9,62,5.7,1016.0,0.0,5,109,21.8,Mild,January,1,Thursday
2025-01-09,12:00,Chennai,27.2,78,2.4,1014.9,0.0,8,103,21.8,Warm,January,1,Thursday
2025-01-09,13:00,Hyderabad,27.5,57,5.3,1016.2,0.0,6,100,21.8,Warm,January,1,Thursday
2025-01-09,14:00,Mumbai,27.1,75,4.1,1009.1,0.0,5,143,21.8,Warm,January,1,Thursday
2025-01-09,15:00,Delhi,22.6,47,8.2,1012.8,0.0,3,200,21.8,Mild,January,1,Thursday
2025-01-09,16:00,Bangalore,20.7,66,5.3,1016.6,1.4,2,104,21.8,Mild,January,1,Thursday
2025-01-09,17:00,Chennai,24.8,71,14.8,1015.8,0.0,0,112,21.8,Mild,January,1,Thursday
2025-01-09,18:00,Hyderabad,23.9,63,10.2,1010.8,0.0,0,122,21.8,Mild,January,1,Thursday
2025-01-09,19:00,Mumbai,21.0,77,7.8,1021.4,0.0,0,142,21.8,Mild,January,1,Thursday
2025-01-09,20:00,Delhi,14.0,60,9.6,1017.5,0.0,0,208,21.8,Cold,January,1,Thursday
2025-01-09,21:00,Bangalore,14.5,67,13.0,1021.8,0.0,0,119,21.8,Cold,January,1,Thursday
2025-01-09,22:00,Chennai,18.7,77,9.7,1012.6,0.0,0,122,21.8,Mild,January,1,Thursday
2025-01-09,23:00,Hyderabad,17.4,68,15.0,1020.9,0.0,0,105,21.8,Mild,January,1,Thursday
2025-01-10,00:00,Mumbai,17.8,86,7.7,1014.0,0.0,0,138,21.5,Mild,January,1,Friday
2025-01-10,01:00,Delhi,16.2,55,13.3,1017.7,0.0,0,188,21.5,Mild,January,1,Friday
2025-01-10,02:00,Bangalore,12.8,74,3.2,1017.7,0.0,0,108,21.5,Cold,January,1,Friday
2025-01-10,03:00,Chennai,21.3,72,8.6,1012.3,0.0,0,100,21.5,Mild,January,1,Friday
2025-01-10,04:00,Hyderabad,21.1,70,10.0,1013.3,0.0,0,122,21.5,Mild,January,1,Friday
2025-01-10,05:00,Mumbai,23.0,76,11.3,1013.6,0.0,0,121,21.5,Mild,January,1,Friday
2025-01-10,06:00,Delhi,20.4,52,6.0,1012.6,0.0,0,186,21.5,Mild,January,1,Friday
2025-01-10,07:00,Bangalore,21.6,59,12.6,1015.3,0.0,0,118,21.5,Mild,January,1,Friday
2025-01-10,08:00,Chennai,26.6,59,8.1,1008.7,0.0,2,144,21.5,Warm,January,1,Friday
2025-01-10,09:00,Hyderabad,29.7,57,4.6,1012.6,0.0,3,129,21.5,Warm,January,1,Friday
2025-01-10,10:00,Mumbai,29.6,63,10.1,1012.6,0.0,5,119,21.5,Warm,January,1,Friday
2025-01-10,11:00,Delhi,28.7,43,16.3,1014.5,0.0,6,175,21.5,Warm,January,1,Friday
2025-01-10,12:00,Bangalore,25.3,58,1.3,1017.0,0.0,7,109,21.5,Warm,January,1,Friday
2025-01-10,13:00,Chennai,27.8,70,5.2,1010.8,0.0,6,102,21.5,Warm,January,1,Friday
2025-01-10,14:00,Hyderabad,24.6,53,11.7,1011.3,0.0,4,114,21.5,Mild,January,1,Friday
2025-01-10,15:00,Mumbai,24.5,80,11.2,1011.7,0.0,3,129,21.5,Mild,January,1,Friday
2025-01-10,16:00,Delhi,21.9,35,11.3,1013.9,0.0,3,206,21.5,Mild,January,1,Friday
2025-01-10,17:00,Bangalore,20.4,57,9.9,1014.7,0.0,1,125,21.5,Mild,January,1,Friday
2025-01-10,18:00,Chennai,21.0,74,8.9,1009.6,0.0,0,123,21.5,Mild,January,1,Friday
2025-01-10,19:00,Hyderabad,18.6,58,3.9,1014.9,0.0,0,134,21.5,Mild,January,1,Friday
2025-01-10,20:00,Mumbai,21.1,83,11.8,1016.3,0.0,0,150,21.5,Mild,January,1,Friday
2025-01-10,21:00,Delhi,13.3,56,7.2,1013.7,0.0,0,234,21.5,Cold,January,1,Friday
2025-01-10,22:00,Bangalore,11.0,73,8.5,1017.6,0.0,0,96,21.5,Cold,January,1,Friday
2025-01-10,23:00,Chennai,17.1,76,5.5,1020.6,0.0,0,100,21.5,Mild,January,1,Friday
2025-01-11,00:00,Hyderabad,21.2,73,2.0,1018.3,0.0,0,124,21.6,Mild,January,1,Saturday
2025-01-11,01:00,Mumbai,19.2,80,10.3,1015.5,0.0,0,119,21.6,Mild,January,1,Saturday
2025-01-11,02:00,Delhi,18.2,48,8.0,1020.8,0.0,0,197,21.6,Mild,January,1,Saturday
2025-01-11,03:00,Bangalore,16.8,64,7.3,1020.5,0.0,0,129,21.6,Mild,January,1,Saturday
